State,Year,Quarter,HPI
AK,1975,1,61.65
AK,1975,2,63.20
AK,1975,3,71.19
AK,1975,4,67.23
AK,1976,1,70.36
AK,1976,2,71.58
AK,1976,3,73.82
AK,1976,4,69.54
AK,1977,1,78.74
AK,1977,2,76.48
AK,1977,3,78.37
AK,1977,4,80.13
AK,1978,1,76.53
AK,1978,2,85.72
AK,1978,3,87.04
AK,1978,4,86.67
AK,1979,1,89.12
AK,1979,2,99.07
AK,1979,3,95.88
AK,1979,4,95.06
AK,1980,1,100.00
AK,1980,2,82.36
AK,1980,3,71.07
AK,1980,4,92.40
AK,1981,1,87.07
AK,1981,2,107.54
AK,1981,3,115.15
AK,1981,4,127.41
AK,1982,1,134.57
AK,1982,2,128.95
AK,1982,3,139.25
AK,1982,4,138.27
AK,1983,1,137.27
AK,1983,2,139.04
AK,1983,3,144.73
AK,1983,4,144.41
AK,1984,1,148.29
AK,1984,2,146.46
AK,1984,3,152.70
AK,1984,4,150.69
AK,1985,1,143.38
AK,1985,2,143.52
AK,1985,3,143.85
AK,1985,4,140.28
AK,1986,1,141.05
AK,1986,2,143.36
AK,1986,3,138.76
AK,1986,4,135.49
AK,1987,1,132.13
AK,1987,2,122.97
AK,1987,3,114.80
AK,1987,4,103.71
AK,1988,1,119.75
AK,1988,2,113.96
AK,1988,3,125.24
AK,1988,4,130.64
AK,1989,1,127.02
AK,1989,2,102.92
AK,1989,3,102.92
AK,1989,4,100.79
AK,1990,1,97.38
AK,1990,2,110.82
AK,1990,3,120.47
AK,1990,4,117.78
AK,1991,1,123.00
AK,1991,2,125.85
AK,1991,3,129.74
AK,1991,4,130.01
AK,1992,1,131.38
AK,1992,2,132.83
AK,1992,3,133.61
AK,1992,4,134.37
AK,1993,1,134.02
AK,1993,2,134.54
AK,1993,3,136.85
AK,1993,4,137.58
AK,1994,1,138.78
AK,1994,2,141.95
AK,1994,3,144.05
AK,1994,4,142.79
AK,1995,1,145.41
AK,1995,2,147.72
AK,1995,3,149.19
AK,1995,4,149.36
AK,1996,1,152.11
AK,1996,2,154.51
AK,1996,3,155.42
AK,1996,4,157.14
AK,1997,1,157.08
AK,1997,2,158.09
AK,1997,3,159.33
AK,1997,4,161.28
AK,1998,1,161.13
AK,1998,2,163.81
AK,1998,3,165.20
AK,1998,4,165.13
AK,1999,1,167.04
AK,1999,2,170.60
AK,1999,3,170.13
AK,1999,4,170.38
AK,2000,1,170.29
AK,2000,2,172.21
AK,2000,3,173.35
AK,2000,4,173.95
AK,2001,1,176.96
AK,2001,2,180.47
AK,2001,3,183.17
AK,2001,4,183.44
AK,2002,1,186.38
AK,2002,2,191.58
AK,2002,3,192.99
AK,2002,4,192.58
AK,2003,1,193.75
AK,2003,2,196.76
AK,2003,3,201.22
AK,2003,4,208.94
AK,2004,1,210.41
AK,2004,2,215.53
AK,2004,3,226.61
AK,2004,4,228.93
AK,2005,1,234.56
AK,2005,2,243.75
AK,2005,3,252.19
AK,2005,4,259.84
AK,2006,1,263.95
AK,2006,2,270.56
AK,2006,3,275.57
AK,2006,4,277.36
AK,2007,1,281.13
AK,2007,2,284.14
AK,2007,3,282.66
AK,2007,4,282.20
AK,2008,1,282.05
AK,2008,2,282.41
AK,2008,3,279.25
AK,2008,4,281.73
AK,2009,1,282.17
AK,2009,2,279.33
AK,2009,3,278.29
AK,2009,4,279.60
AK,2010,1,275.42
AK,2010,2,277.78
AK,2010,3,279.28
AK,2010,4,280.12
AK,2011,1,279.99
AK,2011,2,279.37
AK,2011,3,280.07
AK,2011,4,282.36
AK,2012,1,280.16
AK,2012,2,279.84
AK,2012,3,282.10
AK,2012,4,284.95
AK,2013,1,287.90
AK,2013,2,289.25
AK,2013,3,292.24
AK,2013,4,293.14
AK,2014,1,290.44
AK,2014,2,296.95
AK,2014,3,299.94
AK,2014,4,299.61
AK,2015,1,301.98
AK,2015,2,305.53
AK,2015,3,307.27
AK,2015,4,311.00
AK,2016,1,311.96
AK,2016,2,313.85
AK,2016,3,315.44
AK,2016,4,314.13
AK,2017,1,316.88
AK,2017,2,318.15
AK,2017,3,322.47
AK,2017,4,325.22
AL,1975,1,73.13
AL,1975,2,71.79
AL,1975,3,74.34
AL,1975,4,70.80
AL,1976,1,76.94
AL,1976,2,76.62
AL,1976,3,77.31
AL,1976,4,79.62
AL,1977,1,81.68
AL,1977,2,83.79
AL,1977,3,88.28
AL,1977,4,89.49
AL,1978,1,88.52
AL,1978,2,88.91
AL,1978,3,96.91
AL,1978,4,96.37
AL,1979,1,100.03
AL,1979,2,100.54
AL,1979,3,102.17
AL,1979,4,108.90
AL,1980,1,100.00
AL,1980,2,103.74
AL,1980,3,110.28
AL,1980,4,109.48
AL,1981,1,105.84
AL,1981,2,109.44
AL,1981,3,113.42
AL,1981,4,107.07
AL,1982,1,109.46
AL,1982,2,108.15
AL,1982,3,107.91
AL,1982,4,115.18
AL,1983,1,115.12
AL,1983,2,114.60
AL,1983,3,117.45
AL,1983,4,114.54
AL,1984,1,124.10
AL,1984,2,120.56
AL,1984,3,125.08
AL,1984,4,122.02
AL,1985,1,121.95
AL,1985,2,125.14
AL,1985,3,127.93
AL,1985,4,128.96
AL,1986,1,129.93
AL,1986,2,132.41
AL,1986,3,134.18
AL,1986,4,136.39
AL,1987,1,138.58
AL,1987,2,139.47
AL,1987,3,140.16
AL,1987,4,138.77
AL,1988,1,142.66
AL,1988,2,143.72
AL,1988,3,143.16
AL,1988,4,141.96
AL,1989,1,142.13
AL,1989,2,143.84
AL,1989,3,146.19
AL,1989,4,147.22
AL,1990,1,146.08
AL,1990,2,147.31
AL,1990,3,147.96
AL,1990,4,148.09
AL,1991,1,149.28
AL,1991,2,151.66
AL,1991,3,152.38
AL,1991,4,154.88
AL,1992,1,156.17
AL,1992,2,156.46
AL,1992,3,159.38
AL,1992,4,160.63
AL,1993,1,161.81
AL,1993,2,163.55
AL,1993,3,166.43
AL,1993,4,167.84
AL,1994,1,168.91
AL,1994,2,171.08
AL,1994,3,171.64
AL,1994,4,171.89
AL,1995,1,173.49
AL,1995,2,176.88
AL,1995,3,179.63
AL,1995,4,181.03
AL,1996,1,184.30
AL,1996,2,184.24
AL,1996,3,184.67
AL,1996,4,186.83
AL,1997,1,188.72
AL,1997,2,190.17
AL,1997,3,193.01
AL,1997,4,195.58
AL,1998,1,198.82
AL,1998,2,200.51
AL,1998,3,202.58
AL,1998,4,205.07
AL,1999,1,205.72
AL,1999,2,206.49
AL,1999,3,206.97
AL,1999,4,208.49
AL,2000,1,209.32
AL,2000,2,211.05
AL,2000,3,212.73
AL,2000,4,215.47
AL,2001,1,221.71
AL,2001,2,222.68
AL,2001,3,224.26
AL,2001,4,226.82
AL,2002,1,227.21
AL,2002,2,228.39
AL,2002,3,231.80
AL,2002,4,234.44
AL,2003,1,236.79
AL,2003,2,238.92
AL,2003,3,240.59
AL,2003,4,242.08
AL,2004,1,244.44
AL,2004,2,245.97
AL,2004,3,250.43
AL,2004,4,254.25
AL,2005,1,257.57
AL,2005,2,263.73
AL,2005,3,269.20
AL,2005,4,274.61
AL,2006,1,280.08
AL,2006,2,284.81
AL,2006,3,289.46
AL,2006,4,294.94
AL,2007,1,296.89
AL,2007,2,301.12
AL,2007,3,301.66
AL,2007,4,304.08
AL,2008,1,306.08
AL,2008,2,304.82
AL,2008,3,302.56
AL,2008,4,304.21
AL,2009,1,306.40
AL,2009,2,302.95
AL,2009,3,295.70
AL,2009,4,294.70
AL,2010,1,290.58
AL,2010,2,286.37
AL,2010,3,290.10
AL,2010,4,287.82
AL,2011,1,280.22
AL,2011,2,276.21
AL,2011,3,278.71
AL,2011,4,280.80
AL,2012,1,278.01
AL,2012,2,276.35
AL,2012,3,278.10
AL,2012,4,278.73
AL,2013,1,275.86
AL,2013,2,276.56
AL,2013,3,275.96
AL,2013,4,274.56
AL,2014,1,277.03
AL,2014,2,278.24
AL,2014,3,280.95
AL,2014,4,283.11
AL,2015,1,285.60
AL,2015,2,287.11
AL,2015,3,289.37
AL,2015,4,291.08
AL,2016,1,292.53
AL,2016,2,296.36
AL,2016,3,301.27
AL,2016,4,300.92
AL,2017,1,302.52
AL,2017,2,307.27
AL,2017,3,310.67
AL,2017,4,313.23
AR,1975,1,66.48
AR,1975,2,60.29
AR,1975,3,65.16
AR,1975,4,62.59
AR,1976,1,66.63
AR,1976,2,68.30
AR,1976,3,71.28
AR,1976,4,72.10
AR,1977,1,73.21
AR,1977,2,75.06
AR,1977,3,78.46
AR,1977,4,81.28
AR,1978,1,81.22
AR,1978,2,83.06
AR,1978,3,85.82
AR,1978,4,85.45
AR,1979,1,92.09
AR,1979,2,95.29
AR,1979,3,99.94
AR,1979,4,101.59
AR,1980,1,100.00
AR,1980,2,100.98
AR,1980,3,106.24
AR,1980,4,108.37
AR,1981,1,109.52
AR,1981,2,106.66
AR,1981,3,110.29
AR,1981,4,102.32
AR,1982,1,104.36
AR,1982,2,105.89
AR,1982,3,110.54
AR,1982,4,108.81
AR,1983,1,112.76
AR,1983,2,116.52
AR,1983,3,117.97
AR,1983,4,118.19
AR,1984,1,120.20
AR,1984,2,118.29
AR,1984,3,119.22
AR,1984,4,120.76
AR,1985,1,121.19
AR,1985,2,119.64
AR,1985,3,123.75
AR,1985,4,124.12
AR,1986,1,125.50
AR,1986,2,128.38
AR,1986,3,126.18
AR,1986,4,127.92
AR,1987,1,129.07
AR,1987,2,130.55
AR,1987,3,127.32
AR,1987,4,123.90
AR,1988,1,126.38
AR,1988,2,127.08
AR,1988,3,126.67
AR,1988,4,125.98
AR,1989,1,127.08
AR,1989,2,126.64
AR,1989,3,128.04
AR,1989,4,126.90
AR,1990,1,127.41
AR,1990,2,127.71
AR,1990,3,128.62
AR,1990,4,127.97
AR,1991,1,129.31
AR,1991,2,130.06
AR,1991,3,131.20
AR,1991,4,133.40
AR,1992,1,134.40
AR,1992,2,133.63
AR,1992,3,136.15
AR,1992,4,136.91
AR,1993,1,138.13
AR,1993,2,140.32
AR,1993,3,142.75
AR,1993,4,144.49
AR,1994,1,147.45
AR,1994,2,148.64
AR,1994,3,150.17
AR,1994,4,151.73
AR,1995,1,152.32
AR,1995,2,156.48
AR,1995,3,158.47
AR,1995,4,159.12
AR,1996,1,161.70
AR,1996,2,161.83
AR,1996,3,161.73
AR,1996,4,163.51
AR,1997,1,164.96
AR,1997,2,166.57
AR,1997,3,167.23
AR,1997,4,169.33
AR,1998,1,171.33
AR,1998,2,171.33
AR,1998,3,173.99
AR,1998,4,176.11
AR,1999,1,176.77
AR,1999,2,177.06
AR,1999,3,177.77
AR,1999,4,178.43
AR,2000,1,179.29
AR,2000,2,181.01
AR,2000,3,182.06
AR,2000,4,184.52
AR,2001,1,189.06
AR,2001,2,190.21
AR,2001,3,192.19
AR,2001,4,194.12
AR,2002,1,194.93
AR,2002,2,195.78
AR,2002,3,198.93
AR,2002,4,201.38
AR,2003,1,202.90
AR,2003,2,204.15
AR,2003,3,206.70
AR,2003,4,209.73
AR,2004,1,212.40
AR,2004,2,215.95
AR,2004,3,219.49
AR,2004,4,223.32
AR,2005,1,226.48
AR,2005,2,231.66
AR,2005,3,236.73
AR,2005,4,240.03
AR,2006,1,243.70
AR,2006,2,246.99
AR,2006,3,249.53
AR,2006,4,251.81
AR,2007,1,254.03
AR,2007,2,255.65
AR,2007,3,255.14
AR,2007,4,256.50
AR,2008,1,256.25
AR,2008,2,255.40
AR,2008,3,252.34
AR,2008,4,253.67
AR,2009,1,255.94
AR,2009,2,252.66
AR,2009,3,248.52
AR,2009,4,247.50
AR,2010,1,244.18
AR,2010,2,244.83
AR,2010,3,245.80
AR,2010,4,244.19
AR,2011,1,240.55
AR,2011,2,238.97
AR,2011,3,241.07
AR,2011,4,242.49
AR,2012,1,241.67
AR,2012,2,239.31
AR,2012,3,242.94
AR,2012,4,244.29
AR,2013,1,245.21
AR,2013,2,245.78
AR,2013,3,245.88
AR,2013,4,245.77
AR,2014,1,247.43
AR,2014,2,247.02
AR,2014,3,249.46
AR,2014,4,251.88
AR,2015,1,252.48
AR,2015,2,253.48
AR,2015,3,256.67
AR,2015,4,258.67
AR,2016,1,258.13
AR,2016,2,261.82
AR,2016,3,265.45
AR,2016,4,267.75
AR,2017,1,269.86
AR,2017,2,272.73
AR,2017,3,275.57
AR,2017,4,279.52
AZ,1975,1,58.55
AZ,1975,2,61.15
AZ,1975,3,58.97
AZ,1975,4,54.95
AZ,1976,1,57.77
AZ,1976,2,62.75
AZ,1976,3,60.85
AZ,1976,4,60.89
AZ,1977,1,62.89
AZ,1977,2,63.28
AZ,1977,3,65.95
AZ,1977,4,69.47
AZ,1978,1,70.66
AZ,1978,2,73.67
AZ,1978,3,78.85
AZ,1978,4,82.65
AZ,1979,1,87.65
AZ,1979,2,92.19
AZ,1979,3,94.75
AZ,1979,4,99.09
AZ,1980,1,100.00
AZ,1980,2,98.60
AZ,1980,3,106.72
AZ,1980,4,107.30
AZ,1981,1,108.14
AZ,1981,2,111.37
AZ,1981,3,117.18
AZ,1981,4,110.26
AZ,1982,1,106.36
AZ,1982,2,111.69
AZ,1982,3,108.69
AZ,1982,4,110.26
AZ,1983,1,119.32
AZ,1983,2,119.43
AZ,1983,3,115.33
AZ,1983,4,113.66
AZ,1984,1,117.29
AZ,1984,2,122.05
AZ,1984,3,122.87
AZ,1984,4,122.00
AZ,1985,1,125.10
AZ,1985,2,125.32
AZ,1985,3,127.40
AZ,1985,4,128.67
AZ,1986,1,131.25
AZ,1986,2,135.23
AZ,1986,3,135.24
AZ,1986,4,133.46
AZ,1987,1,137.64
AZ,1987,2,136.52
AZ,1987,3,135.79
AZ,1987,4,133.18
AZ,1988,1,134.69
AZ,1988,2,136.04
AZ,1988,3,133.86
AZ,1988,4,134.38
AZ,1989,1,132.86
AZ,1989,2,132.60
AZ,1989,3,134.66
AZ,1989,4,133.72
AZ,1990,1,133.53
AZ,1990,2,132.77
AZ,1990,3,133.76
AZ,1990,4,132.55
AZ,1991,1,134.70
AZ,1991,2,135.79
AZ,1991,3,135.11
AZ,1991,4,139.06
AZ,1992,1,139.92
AZ,1992,2,139.58
AZ,1992,3,140.42
AZ,1992,4,141.19
AZ,1993,1,141.30
AZ,1993,2,142.95
AZ,1993,3,144.11
AZ,1993,4,146.00
AZ,1994,1,147.98
AZ,1994,2,150.06
AZ,1994,3,151.70
AZ,1994,4,153.59
AZ,1995,1,155.40
AZ,1995,2,158.20
AZ,1995,3,161.22
AZ,1995,4,163.08
AZ,1996,1,165.78
AZ,1996,2,166.01
AZ,1996,3,167.59
AZ,1996,4,169.28
AZ,1997,1,170.78
AZ,1997,2,171.92
AZ,1997,3,175.00
AZ,1997,4,177.55
AZ,1998,1,179.89
AZ,1998,2,181.63
AZ,1998,3,184.07
AZ,1998,4,186.38
AZ,1999,1,188.40
AZ,1999,2,190.83
AZ,1999,3,193.63
AZ,1999,4,195.46
AZ,2000,1,199.83
AZ,2000,2,202.20
AZ,2000,3,204.84
AZ,2000,4,207.99
AZ,2001,1,212.70
AZ,2001,2,215.94
AZ,2001,3,219.10
AZ,2001,4,221.25
AZ,2002,1,224.31
AZ,2002,2,227.21
AZ,2002,3,231.13
AZ,2002,4,233.80
AZ,2003,1,236.58
AZ,2003,2,239.05
AZ,2003,3,242.70
AZ,2003,4,250.94
AZ,2004,1,255.22
AZ,2004,2,264.28
AZ,2004,3,280.05
AZ,2004,4,291.37
AZ,2005,1,309.08
AZ,2005,2,341.13
AZ,2005,3,369.77
AZ,2005,4,395.29
AZ,2006,1,410.18
AZ,2006,2,418.81
AZ,2006,3,422.62
AZ,2006,4,425.93
AZ,2007,1,424.07
AZ,2007,2,420.31
AZ,2007,3,410.81
AZ,2007,4,403.81
AZ,2008,1,390.22
AZ,2008,2,367.49
AZ,2008,3,340.95
AZ,2008,4,328.37
AZ,2009,1,327.43
AZ,2009,2,303.66
AZ,2009,3,287.82
AZ,2009,4,279.38
AZ,2010,1,271.72
AZ,2010,2,262.11
AZ,2010,3,261.72
AZ,2010,4,254.68
AZ,2011,1,241.18
AZ,2011,2,229.58
AZ,2011,3,231.39
AZ,2011,4,236.12
AZ,2012,1,234.85
AZ,2012,2,238.18
AZ,2012,3,247.63
AZ,2012,4,255.31
AZ,2013,1,261.76
AZ,2013,2,273.87
AZ,2013,3,283.27
AZ,2013,4,291.02
AZ,2014,1,296.85
AZ,2014,2,301.78
AZ,2014,3,304.83
AZ,2014,4,309.80
AZ,2015,1,311.54
AZ,2015,2,319.12
AZ,2015,3,326.51
AZ,2015,4,331.46
AZ,2016,1,334.50
AZ,2016,2,342.47
AZ,2016,3,347.67
AZ,2016,4,353.75
AZ,2017,1,361.33
AZ,2017,2,372.81
AZ,2017,3,381.37
AZ,2017,4,384.51
CA,1975,1,41.63
CA,1975,2,42.75
CA,1975,3,44.25
CA,1975,4,45.85
CA,1976,1,47.75
CA,1976,2,50.25
CA,1976,3,53.54
CA,1976,4,55.50
CA,1977,1,57.98
CA,1977,2,62.97
CA,1977,3,67.92
CA,1977,4,70.60
CA,1978,1,73.19
CA,1978,2,75.95
CA,1978,3,78.60
CA,1978,4,81.60
CA,1979,1,84.82
CA,1979,2,88.56
CA,1979,3,93.08
CA,1979,4,96.33
CA,1980,1,100.00
CA,1980,2,102.92
CA,1980,3,106.60
CA,1980,4,108.39
CA,1981,1,110.70
CA,1981,2,113.13
CA,1981,3,116.54
CA,1981,4,117.82
CA,1982,1,115.41
CA,1982,2,116.40
CA,1982,3,116.96
CA,1982,4,116.92
CA,1983,1,117.78
CA,1983,2,117.80
CA,1983,3,117.58
CA,1983,4,117.99
CA,1984,1,119.80
CA,1984,2,120.42
CA,1984,3,121.88
CA,1984,4,122.98
CA,1985,1,124.71
CA,1985,2,126.54
CA,1985,3,129.37
CA,1985,4,130.77
CA,1986,1,132.44
CA,1986,2,135.00
CA,1986,3,137.93
CA,1986,4,141.28
CA,1987,1,144.92
CA,1987,2,148.45
CA,1987,3,153.14
CA,1987,4,157.48
CA,1988,1,163.24
CA,1988,2,170.00
CA,1988,3,178.10
CA,1988,4,187.89
CA,1989,1,196.66
CA,1989,2,206.39
CA,1989,3,218.26
CA,1989,4,225.17
CA,1990,1,227.89
CA,1990,2,228.65
CA,1990,3,230.56
CA,1990,4,229.01
CA,1991,1,228.79
CA,1991,2,227.35
CA,1991,3,227.37
CA,1991,4,229.04
CA,1992,1,227.81
CA,1992,2,225.46
CA,1992,3,225.01
CA,1992,4,222.91
CA,1993,1,219.42
CA,1993,2,217.53
CA,1993,3,215.68
CA,1993,4,214.38
CA,1994,1,212.26
CA,1994,2,207.16
CA,1994,3,204.11
CA,1994,4,201.06
CA,1995,1,199.78
CA,1995,2,201.63
CA,1995,3,203.92
CA,1995,4,203.65
CA,1996,1,203.65
CA,1996,2,201.05
CA,1996,3,200.67
CA,1996,4,201.72
CA,1997,1,202.76
CA,1997,2,204.77
CA,1997,3,208.86
CA,1997,4,212.51
CA,1998,1,217.08
CA,1998,2,221.76
CA,1998,3,227.56
CA,1998,4,231.92
CA,1999,1,235.51
CA,1999,2,239.57
CA,1999,3,245.05
CA,1999,4,250.25
CA,2000,1,261.13
CA,2000,2,268.19
CA,2000,3,277.18
CA,2000,4,285.76
CA,2001,1,296.74
CA,2001,2,305.78
CA,2001,3,312.25
CA,2001,4,316.63
CA,2002,1,325.09
CA,2002,2,336.14
CA,2002,3,348.77
CA,2002,4,358.93
CA,2003,1,367.22
CA,2003,2,374.07
CA,2003,3,386.70
CA,2003,4,411.42
CA,2004,1,424.59
CA,2004,2,451.07
CA,2004,3,496.98
CA,2004,4,515.92
CA,2005,1,538.42
CA,2005,2,569.83
CA,2005,3,597.86
CA,2005,4,624.61
CA,2006,1,637.48
CA,2006,2,643.17
CA,2006,3,645.16
CA,2006,4,641.20
CA,2007,1,632.14
CA,2007,2,621.38
CA,2007,3,598.48
CA,2007,4,574.31
CA,2008,1,542.30
CA,2008,2,497.97
CA,2008,3,460.54
CA,2008,4,444.72
CA,2009,1,440.51
CA,2009,2,420.41
CA,2009,3,411.11
CA,2009,4,412.50
CA,2010,1,409.66
CA,2010,2,408.48
CA,2010,3,410.53
CA,2010,4,405.92
CA,2011,1,391.70
CA,2011,2,385.39
CA,2011,3,386.77
CA,2011,4,385.45
CA,2012,1,381.05
CA,2012,2,381.82
CA,2012,3,390.02
CA,2012,4,398.05
CA,2013,1,407.04
CA,2013,2,426.22
CA,2013,3,450.30
CA,2013,4,465.36
CA,2014,1,475.47
CA,2014,2,487.94
CA,2014,3,498.32
CA,2014,4,503.86
CA,2015,1,508.12
CA,2015,2,520.58
CA,2015,3,535.14
CA,2015,4,542.74
CA,2016,1,549.59
CA,2016,2,559.27
CA,2016,3,570.57
CA,2016,4,579.37
CA,2017,1,591.06
CA,2017,2,605.04
CA,2017,3,616.61
CA,2017,4,626.90
CO,1975,1,54.34
CO,1975,2,54.22
CO,1975,3,54.33
CO,1975,4,55.21
CO,1976,1,54.72
CO,1976,2,59.85
CO,1976,3,59.76
CO,1976,4,61.81
CO,1977,1,64.28
CO,1977,2,65.57
CO,1977,3,69.13
CO,1977,4,73.15
CO,1978,1,76.14
CO,1978,2,80.08
CO,1978,3,84.37
CO,1978,4,87.92
CO,1979,1,91.76
CO,1979,2,94.79
CO,1979,3,97.72
CO,1979,4,99.55
CO,1980,1,100.00
CO,1980,2,102.10
CO,1980,3,106.72
CO,1980,4,106.55
CO,1981,1,106.37
CO,1981,2,108.55
CO,1981,3,114.74
CO,1981,4,114.54
CO,1982,1,119.32
CO,1982,2,121.19
CO,1982,3,122.55
CO,1982,4,126.79
CO,1983,1,126.77
CO,1983,2,125.52
CO,1983,3,127.04
CO,1983,4,121.98
CO,1984,1,126.56
CO,1984,2,126.09
CO,1984,3,126.26
CO,1984,4,124.34
CO,1985,1,127.01
CO,1985,2,126.30
CO,1985,3,127.22
CO,1985,4,124.79
CO,1986,1,129.29
CO,1986,2,130.13
CO,1986,3,129.21
CO,1986,4,128.62
CO,1987,1,130.34
CO,1987,2,128.81
CO,1987,3,125.98
CO,1987,4,124.76
CO,1988,1,125.75
CO,1988,2,125.54
CO,1988,3,124.47
CO,1988,4,123.68
CO,1989,1,123.96
CO,1989,2,124.88
CO,1989,3,127.41
CO,1989,4,126.93
CO,1990,1,127.32
CO,1990,2,128.22
CO,1990,3,129.21
CO,1990,4,129.62
CO,1991,1,131.12
CO,1991,2,132.73
CO,1991,3,133.83
CO,1991,4,136.07
CO,1992,1,138.11
CO,1992,2,141.18
CO,1992,3,144.19
CO,1992,4,146.96
CO,1993,1,149.66
CO,1993,2,153.40
CO,1993,3,157.69
CO,1993,4,161.55
CO,1994,1,166.44
CO,1994,2,173.81
CO,1994,3,178.42
CO,1994,4,179.47
CO,1995,1,183.02
CO,1995,2,186.63
CO,1995,3,190.39
CO,1995,4,193.33
CO,1996,1,195.73
CO,1996,2,198.45
CO,1996,3,200.68
CO,1996,4,203.37
CO,1997,1,205.66
CO,1997,2,208.46
CO,1997,3,211.69
CO,1997,4,214.99
CO,1998,1,218.05
CO,1998,2,220.64
CO,1998,3,224.78
CO,1998,4,227.50
CO,1999,1,231.75
CO,1999,2,238.86
CO,1999,3,246.73
CO,1999,4,251.04
CO,2000,1,260.54
CO,2000,2,266.95
CO,2000,3,273.94
CO,2000,4,280.18
CO,2001,1,288.04
CO,2001,2,293.88
CO,2001,3,299.40
CO,2001,4,301.88
CO,2002,1,305.39
CO,2002,2,308.69
CO,2002,3,313.12
CO,2002,4,315.05
CO,2003,1,315.90
CO,2003,2,317.31
CO,2003,3,318.70
CO,2003,4,322.44
CO,2004,1,324.82
CO,2004,2,327.27
CO,2004,3,331.86
CO,2004,4,334.93
CO,2005,1,338.52
CO,2005,2,343.44
CO,2005,3,348.75
CO,2005,4,351.92
CO,2006,1,352.97
CO,2006,2,354.61
CO,2006,3,356.33
CO,2006,4,359.45
CO,2007,1,360.43
CO,2007,2,361.17
CO,2007,3,358.69
CO,2007,4,359.67
CO,2008,1,361.31
CO,2008,2,359.36
CO,2008,3,352.02
CO,2008,4,353.03
CO,2009,1,359.45
CO,2009,2,353.68
CO,2009,3,345.29
CO,2009,4,344.56
CO,2010,1,340.79
CO,2010,2,337.06
CO,2010,3,341.42
CO,2010,4,339.88
CO,2011,1,331.50
CO,2011,2,326.41
CO,2011,3,329.60
CO,2011,4,331.90
CO,2012,1,330.25
CO,2012,2,331.50
CO,2012,3,336.78
CO,2012,4,339.74
CO,2013,1,344.36
CO,2013,2,352.07
CO,2013,3,361.90
CO,2013,4,365.59
CO,2014,1,370.72
CO,2014,2,383.73
CO,2014,3,392.23
CO,2014,4,398.41
CO,2015,1,405.14
CO,2015,2,422.73
CO,2015,3,439.31
CO,2015,4,445.91
CO,2016,1,454.39
CO,2016,2,470.47
CO,2016,3,482.88
CO,2016,4,490.63
CO,2017,1,501.72
CO,2017,2,520.84
CO,2017,3,529.25
CO,2017,4,535.79
CT,1975,1,62.59
CT,1975,2,62.28
CT,1975,3,61.83
CT,1975,4,62.11
CT,1976,1,64.97
CT,1976,2,64.08
CT,1976,3,67.16
CT,1976,4,68.19
CT,1977,1,64.07
CT,1977,2,68.34
CT,1977,3,71.78
CT,1977,4,72.68
CT,1978,1,73.45
CT,1978,2,79.94
CT,1978,3,87.26
CT,1978,4,88.45
CT,1979,1,95.71
CT,1979,2,97.93
CT,1979,3,100.87
CT,1979,4,101.86
CT,1980,1,100.00
CT,1980,2,101.97
CT,1980,3,104.30
CT,1980,4,105.37
CT,1981,1,104.50
CT,1981,2,110.59
CT,1981,3,114.36
CT,1981,4,112.43
CT,1982,1,112.06
CT,1982,2,112.10
CT,1982,3,111.08
CT,1982,4,113.10
CT,1983,1,119.18
CT,1983,2,121.49
CT,1983,3,123.06
CT,1983,4,126.51
CT,1984,1,131.55
CT,1984,2,135.11
CT,1984,3,140.64
CT,1984,4,142.43
CT,1985,1,149.03
CT,1985,2,156.07
CT,1985,3,160.59
CT,1985,4,169.28
CT,1986,1,175.13
CT,1986,2,186.07
CT,1986,3,200.08
CT,1986,4,213.41
CT,1987,1,225.72
CT,1987,2,238.14
CT,1987,3,250.52
CT,1987,4,258.42
CT,1988,1,264.05
CT,1988,2,268.43
CT,1988,3,266.85
CT,1988,4,266.77
CT,1989,1,262.55
CT,1989,2,262.64
CT,1989,3,263.33
CT,1989,4,262.27
CT,1990,1,258.45
CT,1990,2,250.55
CT,1990,3,247.92
CT,1990,4,241.23
CT,1991,1,240.86
CT,1991,2,237.45
CT,1991,3,234.77
CT,1991,4,237.03
CT,1992,1,237.98
CT,1992,2,233.44
CT,1992,3,234.26
CT,1992,4,234.02
CT,1993,1,230.43
CT,1993,2,231.06
CT,1993,3,231.05
CT,1993,4,231.63
CT,1994,1,229.73
CT,1994,2,224.57
CT,1994,3,221.66
CT,1994,4,218.90
CT,1995,1,217.68
CT,1995,2,220.43
CT,1995,3,225.82
CT,1995,4,226.04
CT,1996,1,229.10
CT,1996,2,226.12
CT,1996,3,222.89
CT,1996,4,224.31
CT,1997,1,225.47
CT,1997,2,226.62
CT,1997,3,229.24
CT,1997,4,231.51
CT,1998,1,237.00
CT,1998,2,237.15
CT,1998,3,240.65
CT,1998,4,243.78
CT,1999,1,247.07
CT,1999,2,250.11
CT,1999,3,254.88
CT,1999,4,258.04
CT,2000,1,262.93
CT,2000,2,269.99
CT,2000,3,275.87
CT,2000,4,279.60
CT,2001,1,286.52
CT,2001,2,292.65
CT,2001,3,299.88
CT,2001,4,305.10
CT,2002,1,311.61
CT,2002,2,320.50
CT,2002,3,329.24
CT,2002,4,336.17
CT,2003,1,340.38
CT,2003,2,346.02
CT,2003,3,354.24
CT,2003,4,367.10
CT,2004,1,373.54
CT,2004,2,385.53
CT,2004,3,405.28
