State,Year,Quarter,HPI
SD,1997,1,176.73
SD,1997,2,179.98
SD,1997,3,181.82
SD,1997,4,184.31
SD,1998,1,186.98
SD,1998,2,187.85
SD,1998,3,189.19
SD,1998,4,189.08
SD,1999,1,192.09
SD,1999,2,194.34
SD,1999,3,195.58
SD,1999,4,196.59
SD,2000,1,197.77
SD,2000,2,201.41
SD,2000,3,204.95
SD,2000,4,205.08
SD,2001,1,209.52
SD,2001,2,212.64
SD,2001,3,214.53
SD,2001,4,215.47
SD,2002,1,218.52
SD,2002,2,221.47
SD,2002,3,223.96
SD,2002,4,225.39
SD,2003,1,227.37
SD,2003,2,228.53
SD,2003,3,232.81
SD,2003,4,237.58
SD,2004,1,238.23
SD,2004,2,242.51
SD,2004,3,247.66
SD,2004,4,250.83
SD,2005,1,254.56
SD,2005,2,260.55
SD,2005,3,264.15
SD,2005,4,268.57
SD,2006,1,268.59
SD,2006,2,272.92
SD,2006,3,277.54
SD,2006,4,278.47
SD,2007,1,281.25
SD,2007,2,284.11
SD,2007,3,285.85
SD,2007,4,288.40
SD,2008,1,291.44
SD,2008,2,291.97
SD,2008,3,291.58
SD,2008,4,293.61
SD,2009,1,296.29
SD,2009,2,294.85
SD,2009,3,291.57
SD,2009,4,290.64
SD,2010,1,288.69
SD,2010,2,288.28
SD,2010,3,292.55
SD,2010,4,292.97
SD,2011,1,290.98
SD,2011,2,288.81
SD,2011,3,291.74
SD,2011,4,293.12
SD,2012,1,293.38
SD,2012,2,294.66
SD,2012,3,295.82
SD,2012,4,300.05
SD,2013,1,303.13
SD,2013,2,304.59
SD,2013,3,309.09
SD,2013,4,310.51
SD,2014,1,310.48
SD,2014,2,315.04
SD,2014,3,318.18
SD,2014,4,321.39
SD,2015,1,323.84
SD,2015,2,328.96
SD,2015,3,332.20
SD,2015,4,336.46
SD,2016,1,339.84
SD,2016,2,342.44
SD,2016,3,349.36
SD,2016,4,352.38
SD,2017,1,357.44
SD,2017,2,364.95
SD,2017,3,370.43
SD,2017,4,374.81
TN,1975,1,67.42
TN,1975,2,67.82
TN,1975,3,66.61
TN,1975,4,70.43
TN,1976,1,69.41
TN,1976,2,68.06
TN,1976,3,70.64
TN,1976,4,70.95
TN,1977,1,75.34
TN,1977,2,76.78
TN,1977,3,77.19
TN,1977,4,78.60
TN,1978,1,84.43
TN,1978,2,82.90
TN,1978,3,86.88
TN,1978,4,89.48
TN,1979,1,91.18
TN,1979,2,91.46
TN,1979,3,96.38
TN,1979,4,96.13
TN,1980,1,100.00
TN,1980,2,99.62
TN,1980,3,99.46
TN,1980,4,99.66
TN,1981,1,96.91
TN,1981,2,106.05
TN,1981,3,108.19
TN,1981,4,106.23
TN,1982,1,106.09
TN,1982,2,105.81
TN,1982,3,106.23
TN,1982,4,107.21
TN,1983,1,110.50
TN,1983,2,110.80
TN,1983,3,111.84
TN,1983,4,113.25
TN,1984,1,110.73
TN,1984,2,116.49
TN,1984,3,110.58
TN,1984,4,118.94
TN,1985,1,120.86
TN,1985,2,121.89
TN,1985,3,124.05
TN,1985,4,125.65
TN,1986,1,128.35
TN,1986,2,130.37
TN,1986,3,132.43
TN,1986,4,134.37
TN,1987,1,137.82
TN,1987,2,140.33
TN,1987,3,140.66
TN,1987,4,142.53
TN,1988,1,143.72
TN,1988,2,144.29
TN,1988,3,144.27
TN,1988,4,143.99
TN,1989,1,144.91
TN,1989,2,145.88
TN,1989,3,146.48
TN,1989,4,146.70
TN,1990,1,147.06
TN,1990,2,146.92
TN,1990,3,146.72
TN,1990,4,146.16
TN,1991,1,147.54
TN,1991,2,148.32
TN,1991,3,148.48
TN,1991,4,150.94
TN,1992,1,152.30
TN,1992,2,151.78
TN,1992,3,155.24
TN,1992,4,154.98
TN,1993,1,155.66
TN,1993,2,157.82
TN,1993,3,159.89
TN,1993,4,161.52
TN,1994,1,163.25
TN,1994,2,165.50
TN,1994,3,167.87
TN,1994,4,169.05
TN,1995,1,171.50
TN,1995,2,174.84
TN,1995,3,177.36
TN,1995,4,179.97
TN,1996,1,182.80
TN,1996,2,184.55
TN,1996,3,186.68
TN,1996,4,188.37
TN,1997,1,190.74
TN,1997,2,192.49
TN,1997,3,194.90
TN,1997,4,197.61
TN,1998,1,201.20
TN,1998,2,202.70
TN,1998,3,205.20
TN,1998,4,207.51
TN,1999,1,209.44
TN,1999,2,210.00
TN,1999,3,211.27
TN,1999,4,212.14
TN,2000,1,214.02
TN,2000,2,215.13
TN,2000,3,217.34
TN,2000,4,219.39
TN,2001,1,224.73
TN,2001,2,225.93
TN,2001,3,227.33
TN,2001,4,230.06
TN,2002,1,231.09
TN,2002,2,231.51
TN,2002,3,234.89
TN,2002,4,236.97
TN,2003,1,238.57
TN,2003,2,240.57
TN,2003,3,242.12
TN,2003,4,244.73
TN,2004,1,246.81
TN,2004,2,249.51
TN,2004,3,253.19
TN,2004,4,256.19
TN,2005,1,259.71
TN,2005,2,265.34
TN,2005,3,270.72
TN,2005,4,275.09
TN,2006,1,279.58
TN,2006,2,285.05
TN,2006,3,288.60
TN,2006,4,293.99
TN,2007,1,296.78
TN,2007,2,300.34
TN,2007,3,300.71
TN,2007,4,302.76
TN,2008,1,304.08
TN,2008,2,302.81
TN,2008,3,298.30
TN,2008,4,299.57
TN,2009,1,302.15
TN,2009,2,298.92
TN,2009,3,292.19
TN,2009,4,289.13
TN,2010,1,286.38
TN,2010,2,285.31
TN,2010,3,289.06
TN,2010,4,286.96
TN,2011,1,280.28
TN,2011,2,276.67
TN,2011,3,280.04
TN,2011,4,280.61
TN,2012,1,278.13
TN,2012,2,277.34
TN,2012,3,280.08
TN,2012,4,281.03
TN,2013,1,281.01
TN,2013,2,283.65
TN,2013,3,284.43
TN,2013,4,286.71
TN,2014,1,288.72
TN,2014,2,294.22
TN,2014,3,296.86
TN,2014,4,301.04
TN,2015,1,303.29
TN,2015,2,307.57
TN,2015,3,313.22
TN,2015,4,316.41
TN,2016,1,320.89
TN,2016,2,327.63
TN,2016,3,333.37
TN,2016,4,338.17
TN,2017,1,342.07
TN,2017,2,352.62
TN,2017,3,360.41
TN,2017,4,365.03
TX,1975,1,55.38
TX,1975,2,58.55
TX,1975,3,56.50
TX,1975,4,59.72
TX,1976,1,59.15
TX,1976,2,63.88
TX,1976,3,63.32
TX,1976,4,63.28
TX,1977,1,66.27
TX,1977,2,71.21
TX,1977,3,69.55
TX,1977,4,73.35
TX,1978,1,76.12
TX,1978,2,78.89
TX,1978,3,81.69
TX,1978,4,85.85
TX,1979,1,88.75
TX,1979,2,92.31
TX,1979,3,95.04
TX,1979,4,96.70
TX,1980,1,100.00
TX,1980,2,104.71
TX,1980,3,104.33
TX,1980,4,106.15
TX,1981,1,105.39
TX,1981,2,111.89
TX,1981,3,115.57
TX,1981,4,120.38
TX,1982,1,124.14
TX,1982,2,125.00
TX,1982,3,123.95
TX,1982,4,126.95
TX,1983,1,127.36
TX,1983,2,127.23
TX,1983,3,127.02
TX,1983,4,127.26
TX,1984,1,126.16
TX,1984,2,127.29
TX,1984,3,129.72
TX,1984,4,129.24
TX,1985,1,127.80
TX,1985,2,128.83
TX,1985,3,128.90
TX,1985,4,127.83
TX,1986,1,130.52
TX,1986,2,132.71
TX,1986,3,129.99
TX,1986,4,127.60
TX,1987,1,127.94
TX,1987,2,124.20
TX,1987,3,119.24
TX,1987,4,115.65
TX,1988,1,115.61
TX,1988,2,117.48
TX,1988,3,114.74
TX,1988,4,113.70
TX,1989,1,113.97
TX,1989,2,114.90
TX,1989,3,117.20
TX,1989,4,116.79
TX,1990,1,116.44
TX,1990,2,117.37
TX,1990,3,118.02
TX,1990,4,117.13
TX,1991,1,118.55
TX,1991,2,119.85
TX,1991,3,119.82
TX,1991,4,121.25
TX,1992,1,123.26
TX,1992,2,122.74
TX,1992,3,124.85
TX,1992,4,125.45
TX,1993,1,125.82
TX,1993,2,126.89
TX,1993,3,128.38
TX,1993,4,129.64
TX,1994,1,130.32
TX,1994,2,130.66
TX,1994,3,130.70
TX,1994,4,130.07
TX,1995,1,130.18
TX,1995,2,132.44
TX,1995,3,134.01
TX,1995,4,134.93
TX,1996,1,136.32
TX,1996,2,136.05
TX,1996,3,136.41
TX,1996,4,136.87
TX,1997,1,137.54
TX,1997,2,138.62
TX,1997,3,139.95
TX,1997,4,141.59
TX,1998,1,143.81
TX,1998,2,144.80
TX,1998,3,147.14
TX,1998,4,148.74
TX,1999,1,150.10
TX,1999,2,153.02
TX,1999,3,155.51
TX,1999,4,157.48
TX,2000,1,159.74
TX,2000,2,162.39
TX,2000,3,164.81
TX,2000,4,166.76
TX,2001,1,171.47
TX,2001,2,173.72
TX,2001,3,175.03
TX,2001,4,176.98
TX,2002,1,177.48
TX,2002,2,178.98
TX,2002,3,181.75
TX,2002,4,183.68
TX,2003,1,184.58
TX,2003,2,185.75
TX,2003,3,186.33
TX,2003,4,187.42
TX,2004,1,188.36
TX,2004,2,190.21
TX,2004,3,191.71
TX,2004,4,193.90
TX,2005,1,194.97
TX,2005,2,198.00
TX,2005,3,201.25
TX,2005,4,203.59
TX,2006,1,205.92
TX,2006,2,209.23
TX,2006,3,212.35
TX,2006,4,215.20
TX,2007,1,218.01
TX,2007,2,221.68
TX,2007,3,222.33
TX,2007,4,224.05
TX,2008,1,225.48
TX,2008,2,225.98
TX,2008,3,225.24
TX,2008,4,225.69
TX,2009,1,228.40
TX,2009,2,226.77
TX,2009,3,224.57
TX,2009,4,224.00
TX,2010,1,222.50
TX,2010,2,222.63
TX,2010,3,223.95
TX,2010,4,223.00
TX,2011,1,219.77
TX,2011,2,218.73
TX,2011,3,220.50
TX,2011,4,220.64
TX,2012,1,220.61
TX,2012,2,222.19
TX,2012,3,224.12
TX,2012,4,225.87
TX,2013,1,227.47
TX,2013,2,231.57
TX,2013,3,235.71
TX,2013,4,238.42
TX,2014,1,242.49
TX,2014,2,248.93
TX,2014,3,253.23
TX,2014,4,256.36
TX,2015,1,260.21
TX,2015,2,267.19
TX,2015,3,273.05
TX,2015,4,275.98
TX,2016,1,279.91
TX,2016,2,287.81
TX,2016,3,293.98
TX,2016,4,297.68
TX,2017,1,301.99
TX,2017,2,313.31
TX,2017,3,318.18
TX,2017,4,320.87
UT,1975,1,55.15
UT,1975,2,57.25
UT,1975,3,55.12
UT,1975,4,60.58
UT,1976,1,61.53
UT,1976,2,61.51
UT,1976,3,65.04
UT,1976,4,64.44
UT,1977,1,68.56
UT,1977,2,70.84
UT,1977,3,75.13
UT,1977,4,75.35
UT,1978,1,81.80
UT,1978,2,83.65
UT,1978,3,86.81
UT,1978,4,90.06
UT,1979,1,94.26
UT,1979,2,97.26
UT,1979,3,97.80
UT,1979,4,99.77
UT,1980,1,100.00
UT,1980,2,97.56
UT,1980,3,103.73
UT,1980,4,103.72
UT,1981,1,105.68
UT,1981,2,109.64
UT,1981,3,109.59
UT,1981,4,112.24
UT,1982,1,107.59
UT,1982,2,109.70
UT,1982,3,111.85
UT,1982,4,115.57
UT,1983,1,115.07
UT,1983,2,115.51
UT,1983,3,111.65
UT,1983,4,113.27
UT,1984,1,112.39
UT,1984,2,113.96
UT,1984,3,114.82
UT,1984,4,112.24
UT,1985,1,116.78
UT,1985,2,116.19
UT,1985,3,116.55
UT,1985,4,115.40
UT,1986,1,119.44
UT,1986,2,119.01
UT,1986,3,118.27
UT,1986,4,118.10
UT,1987,1,119.44
UT,1987,2,118.26
UT,1987,3,113.90
UT,1987,4,113.02
UT,1988,1,112.92
UT,1988,2,114.13
UT,1988,3,112.62
UT,1988,4,112.47
UT,1989,1,113.59
UT,1989,2,113.54
UT,1989,3,115.86
UT,1989,4,115.71
UT,1990,1,116.82
UT,1990,2,118.23
UT,1990,3,119.37
UT,1990,4,119.27
UT,1991,1,122.87
UT,1991,2,125.04
UT,1991,3,125.19
UT,1991,4,128.02
UT,1992,1,129.91
UT,1992,2,131.98
UT,1992,3,134.19
UT,1992,4,137.71
UT,1993,1,140.64
UT,1993,2,145.14
UT,1993,3,150.39
UT,1993,4,155.95
UT,1994,1,162.17
UT,1994,2,171.39
UT,1994,3,176.96
UT,1994,4,180.17
UT,1995,1,184.78
UT,1995,2,190.00
UT,1995,3,196.55
UT,1995,4,200.58
UT,1996,1,205.24
UT,1996,2,207.58
UT,1996,3,211.22
UT,1996,4,214.85
UT,1997,1,218.48
UT,1997,2,219.60
UT,1997,3,223.97
UT,1997,4,227.91
UT,1998,1,230.56
UT,1998,2,232.73
UT,1998,3,234.94
UT,1998,4,237.20
UT,1999,1,238.61
UT,1999,2,237.47
UT,1999,3,234.75
UT,1999,4,235.75
UT,2000,1,236.89
UT,2000,2,236.93
UT,2000,3,239.37
UT,2000,4,242.79
UT,2001,1,248.23
UT,2001,2,248.82
UT,2001,3,248.95
UT,2001,4,251.58
UT,2002,1,251.19
UT,2002,2,250.68
UT,2002,3,253.83
UT,2002,4,255.10
UT,2003,1,255.80
UT,2003,2,256.71
UT,2003,3,257.41
UT,2003,4,257.58
UT,2004,1,260.08
UT,2004,2,262.44
UT,2004,3,265.91
UT,2004,4,270.80
UT,2005,1,275.80
UT,2005,2,284.63
UT,2005,3,295.11
UT,2005,4,305.01
UT,2006,1,315.28
UT,2006,2,328.73
UT,2006,3,343.14
UT,2006,4,356.51
UT,2007,1,367.09
UT,2007,2,376.21
UT,2007,3,380.70
UT,2007,4,383.63
UT,2008,1,382.49
UT,2008,2,376.25
UT,2008,3,364.62
UT,2008,4,363.97
UT,2009,1,360.99
UT,2009,2,347.15
UT,2009,3,331.93
UT,2009,4,328.33
UT,2010,1,323.20
UT,2010,2,318.33
UT,2010,3,321.28
UT,2010,4,319.56
UT,2011,1,305.12
UT,2011,2,299.11
UT,2011,3,304.11
UT,2011,4,305.35
UT,2012,1,304.47
UT,2012,2,303.04
UT,2012,3,309.25
UT,2012,4,314.49
UT,2013,1,317.38
UT,2013,2,326.69
UT,2013,3,334.88
UT,2013,4,339.09
UT,2014,1,341.44
UT,2014,2,347.93
UT,2014,3,351.75
UT,2014,4,355.59
UT,2015,1,358.67
UT,2015,2,365.14
UT,2015,3,372.58
UT,2015,4,378.03
UT,2016,1,383.19
UT,2016,2,392.47
UT,2016,3,401.26
UT,2016,4,406.25
UT,2017,1,416.01
UT,2017,2,431.42
UT,2017,3,442.38
UT,2017,4,447.46
VA,1975,1,70.17
VA,1975,2,66.49
VA,1975,3,67.40
VA,1975,4,67.80
VA,1976,1,69.23
VA,1976,2,68.58
VA,1976,3,70.52
VA,1976,4,71.74
VA,1977,1,73.12
VA,1977,2,74.97
VA,1977,3,77.44
VA,1977,4,79.13
VA,1978,1,80.35
VA,1978,2,83.65
VA,1978,3,86.16
VA,1978,4,89.40
VA,1979,1,89.66
VA,1979,2,91.60
VA,1979,3,94.72
VA,1979,4,95.62
VA,1980,1,100.00
VA,1980,2,101.03
VA,1980,3,104.14
VA,1980,4,104.12
VA,1981,1,106.31
VA,1981,2,105.23
VA,1981,3,106.08
VA,1981,4,109.35
VA,1982,1,107.86
VA,1982,2,108.23
VA,1982,3,104.22
VA,1982,4,113.41
VA,1983,1,115.22
VA,1983,2,118.36
VA,1983,3,118.62
VA,1983,4,118.60
VA,1984,1,121.38
VA,1984,2,123.20
VA,1984,3,125.02
VA,1984,4,124.56
VA,1985,1,127.48
VA,1985,2,129.66
VA,1985,3,131.50
VA,1985,4,132.27
VA,1986,1,134.65
VA,1986,2,137.00
VA,1986,3,140.03
VA,1986,4,142.39
VA,1987,1,145.49
VA,1987,2,149.43
VA,1987,3,156.55
VA,1987,4,160.16
VA,1988,1,164.79
VA,1988,2,170.42
VA,1988,3,174.30
VA,1988,4,177.81
VA,1989,1,181.06
VA,1989,2,185.00
VA,1989,3,187.49
VA,1989,4,188.97
VA,1990,1,188.90
VA,1990,2,189.18
VA,1990,3,188.55
VA,1990,4,186.49
VA,1991,1,187.68
VA,1991,2,188.36
VA,1991,3,186.94
VA,1991,4,190.38
VA,1992,1,191.60
VA,1992,2,189.84
VA,1992,3,192.33
VA,1992,4,192.89
VA,1993,1,192.42
VA,1993,2,193.58
VA,1993,3,193.98
VA,1993,4,195.03
VA,1994,1,195.48
VA,1994,2,195.17
VA,1994,3,194.95
VA,1994,4,194.71
VA,1995,1,194.15
VA,1995,2,196.84
VA,1995,3,199.19
VA,1995,4,199.93
VA,1996,1,202.22
VA,1996,2,201.74
VA,1996,3,200.76
VA,1996,4,202.56
VA,1997,1,203.80
VA,1997,2,204.36
VA,1997,3,206.54
VA,1997,4,208.61
VA,1998,1,210.47
VA,1998,2,211.38
VA,1998,3,212.87
VA,1998,4,214.92
VA,1999,1,216.99
VA,1999,2,219.60
VA,1999,3,223.33
VA,1999,4,226.27
VA,2000,1,230.11
VA,2000,2,234.79
VA,2000,3,238.89
VA,2000,4,243.04
VA,2001,1,249.03
VA,2001,2,254.82
VA,2001,3,260.47
VA,2001,4,264.09
VA,2002,1,269.36
VA,2002,2,276.90
VA,2002,3,283.91
VA,2002,4,287.82
VA,2003,1,292.17
VA,2003,2,296.93
VA,2003,3,304.03
VA,2003,4,316.38
VA,2004,1,324.36
VA,2004,2,336.84
VA,2004,3,358.35
VA,2004,4,370.68
VA,2005,1,385.47
VA,2005,2,407.44
VA,2005,3,426.79
VA,2005,4,438.64
VA,2006,1,448.84
VA,2006,2,457.05
VA,2006,3,459.99
VA,2006,4,466.39
VA,2007,1,468.21
VA,2007,2,469.28
VA,2007,3,463.59
VA,2007,4,462.25
VA,2008,1,459.85
VA,2008,2,447.01
VA,2008,3,434.72
VA,2008,4,431.20
VA,2009,1,432.99
VA,2009,2,422.03
VA,2009,3,412.33
VA,2009,4,409.32
VA,2010,1,403.72
VA,2010,2,401.25
VA,2010,3,405.37
VA,2010,4,403.09
VA,2011,1,393.74
VA,2011,2,389.25
VA,2011,3,392.36
VA,2011,4,395.02
VA,2012,1,390.77
VA,2012,2,388.22
VA,2012,3,393.13
VA,2012,4,394.78
VA,2013,1,394.30
VA,2013,2,398.54
VA,2013,3,399.33
VA,2013,4,399.62
VA,2014,1,401.37
VA,2014,2,408.20
VA,2014,3,410.55
VA,2014,4,414.50
VA,2015,1,415.90
VA,2015,2,419.92
VA,2015,3,421.57
VA,2015,4,424.73
VA,2016,1,423.47
VA,2016,2,432.25
VA,2016,3,435.77
VA,2016,4,438.76
VA,2017,1,438.09
VA,2017,2,449.86
VA,2017,3,451.79
VA,2017,4,454.22
VT,1975,1,77.37
VT,1975,2,79.90
VT,1975,3,66.88
VT,1975,4,72.32
VT,1976,1,62.85
VT,1976,2,57.37
VT,1976,3,81.65
VT,1976,4,80.05
VT,1977,1,123.22
VT,1977,2,81.17
VT,1977,3,76.40
VT,1977,4,76.04
VT,1978,1,90.62
VT,1978,2,91.93
VT,1978,3,99.93
VT,1978,4,87.53
VT,1979,1,95.48
VT,1979,2,87.56
VT,1979,3,95.37
VT,1979,4,107.64
VT,1980,1,100.00
VT,1980,2,100.96
VT,1980,3,104.62
VT,1980,4,113.64
VT,1981,1,110.53
VT,1981,2,109.04
VT,1981,3,101.84
VT,1981,4,63.17
VT,1982,1,122.14
VT,1982,2,116.99
VT,1982,3,107.48
VT,1982,4,113.28
VT,1983,1,117.78
VT,1983,2,112.53
VT,1983,3,118.14
VT,1983,4,123.34
VT,1984,1,121.94
VT,1984,2,123.52
VT,1984,3,126.15
VT,1984,4,126.88
VT,1985,1,129.56
VT,1985,2,134.46
VT,1985,3,136.30
VT,1985,4,139.04
VT,1986,1,144.24
VT,1986,2,146.47
VT,1986,3,152.36
VT,1986,4,158.40
VT,1987,1,163.68
VT,1987,2,168.44
VT,1987,3,172.27
VT,1987,4,182.34
VT,1988,1,186.90
VT,1988,2,194.42
VT,1988,3,200.57
VT,1988,4,202.82
VT,1989,1,206.49
VT,1989,2,212.21
VT,1989,3,215.59
VT,1989,4,217.62
VT,1990,1,215.50
VT,1990,2,216.64
VT,1990,3,214.59
VT,1990,4,216.65
VT,1991,1,213.64
VT,1991,2,213.96
VT,1991,3,213.14
VT,1991,4,213.71
VT,1992,1,213.99
VT,1992,2,214.79
VT,1992,3,216.62
VT,1992,4,216.87
VT,1993,1,216.39
VT,1993,2,217.21
VT,1993,3,218.10
VT,1993,4,218.76
VT,1994,1,219.76
VT,1994,2,217.16
VT,1994,3,217.58
VT,1994,4,218.15
VT,1995,1,215.64
VT,1995,2,220.33
VT,1995,3,220.57
VT,1995,4,221.75
VT,1996,1,225.74
VT,1996,2,222.32
VT,1996,3,221.13
VT,1996,4,221.25
VT,1997,1,225.89
VT,1997,2,222.65
VT,1997,3,225.47
VT,1997,4,225.52
VT,1998,1,229.05
VT,1998,2,229.21
VT,1998,3,229.47
VT,1998,4,232.61
VT,1999,1,235.40
VT,1999,2,236.98
VT,1999,3,242.02
VT,1999,4,244.54
VT,2000,1,250.61
VT,2000,2,254.73
VT,2000,3,259.77
VT,2000,4,264.54
VT,2001,1,269.02
VT,2001,2,274.36
VT,2001,3,280.79
VT,2001,4,284.25
VT,2002,1,289.97
VT,2002,2,296.27
VT,2002,3,301.68
VT,2002,4,304.26
VT,2003,1,307.80
VT,2003,2,312.86
VT,2003,3,320.90
VT,2003,4,337.25
VT,2004,1,341.89
VT,2004,2,351.60
VT,2004,3,374.48
VT,2004,4,381.94
VT,2005,1,393.26
VT,2005,2,406.70
VT,2005,3,421.69
VT,2005,4,429.81
VT,2006,1,436.61
VT,2006,2,446.02
VT,2006,3,448.01
VT,2006,4,455.18
VT,2007,1,457.98
VT,2007,2,457.41
VT,2007,3,458.60
VT,2007,4,456.81
VT,2008,1,463.12
VT,2008,2,456.79
VT,2008,3,454.14
VT,2008,4,453.10
VT,2009,1,453.85
VT,2009,2,447.49
VT,2009,3,444.62
VT,2009,4,440.88
VT,2010,1,440.32
VT,2010,2,439.77
VT,2010,3,440.78
VT,2010,4,442.44
VT,2011,1,439.11
VT,2011,2,433.67
VT,2011,3,436.03
VT,2011,4,440.53
VT,2012,1,439.20
VT,2012,2,437.21
VT,2012,3,438.58
VT,2012,4,439.26
VT,2013,1,441.18
VT,2013,2,436.73
VT,2013,3,438.59
VT,2013,4,438.78
VT,2014,1,433.92
VT,2014,2,440.38
VT,2014,3,442.86
VT,2014,4,441.95
VT,2015,1,444.79
VT,2015,2,449.15
VT,2015,3,452.41
VT,2015,4,447.54
VT,2016,1,448.12
VT,2016,2,457.45
VT,2016,3,460.28
VT,2016,4,456.95
VT,2017,1,461.73
VT,2017,2,465.48
VT,2017,3,468.33
VT,2017,4,473.53
WA,1975,1,45.99
WA,1975,2,47.15
WA,1975,3,49.32
WA,1975,4,47.84
WA,1976,1,50.22
WA,1976,2,53.41
WA,1976,3,56.20
WA,1976,4,57.59
WA,1977,1,59.61
WA,1977,2,62.67
WA,1977,3,67.31
WA,1977,4,70.79
WA,1978,1,74.33
WA,1978,2,79.51
WA,1978,3,83.86
WA,1978,4,86.78
WA,1979,1,88.65
WA,1979,2,93.82
WA,1979,3,95.82
WA,1979,4,98.05
WA,1980,1,100.00
WA,1980,2,100.40
WA,1980,3,103.33
WA,1980,4,102.18
WA,1981,1,100.04
WA,1981,2,104.97
WA,1981,3,105.82
WA,1981,4,106.13
WA,1982,1,106.16
WA,1982,2,103.76
WA,1982,3,99.80
WA,1982,4,105.82
WA,1983,1,107.07
WA,1983,2,106.07
WA,1983,3,104.39
WA,1983,4,105.11
WA,1984,1,107.29
WA,1984,2,107.97
WA,1984,3,109.43
WA,1984,4,110.36
WA,1985,1,110.81
WA,1985,2,111.16
WA,1985,3,111.84
WA,1985,4,112.28
WA,1986,1,113.77
WA,1986,2,114.34
WA,1986,3,114.90
WA,1986,4,116.08
WA,1987,1,117.22
WA,1987,2,118.10
WA,1987,3,118.89
WA,1987,4,119.61
WA,1988,1,121.92
WA,1988,2,123.75
WA,1988,3,126.30
WA,1988,4,127.74
WA,1989,1,132.21
WA,1989,2,137.86
WA,1989,3,144.43
WA,1989,4,152.99
WA,1990,1,164.13
WA,1990,2,173.29
WA,1990,3,176.02
WA,1990,4,177.56
WA,1991,1,181.58
WA,1991,2,183.35
WA,1991,3,184.06
WA,1991,4,187.91
WA,1992,1,188.80
WA,1992,2,190.49
WA,1992,3,193.16
WA,1992,4,195.15
WA,1993,1,195.97
WA,1993,2,198.12
WA,1993,3,200.82
WA,1993,4,203.15
WA,1994,1,205.66
WA,1994,2,209.48
WA,1994,3,210.78
WA,1994,4,210.33
WA,1995,1,212.38
WA,1995,2,214.94
WA,1995,3,217.92
WA,1995,4,219.58
WA,1996,1,221.61
WA,1996,2,221.79
WA,1996,3,223.04
WA,1996,4,224.92
WA,1997,1,226.52
WA,1997,2,229.36
WA,1997,3,234.20
WA,1997,4,237.21
WA,1998,1,241.76
WA,1998,2,245.37
WA,1998,3,249.90
WA,1998,4,252.84
WA,1999,1,255.25
WA,1999,2,259.73
WA,1999,3,262.68
WA,1999,4,264.84
WA,2000,1,269.44
WA,2000,2,272.19
WA,2000,3,275.87
WA,2000,4,279.38
WA,2001,1,286.21
WA,2001,2,290.05
WA,2001,3,292.99
WA,2001,4,294.95
WA,2002,1,298.56
WA,2002,2,302.18
WA,2002,3,305.90
WA,2002,4,308.50
WA,2003,1,311.02
WA,2003,2,313.70
WA,2003,3,317.56
WA,2003,4,325.67
WA,2004,1,330.53
WA,2004,2,340.43
WA,2004,3,354.64
WA,2004,4,362.84
WA,2005,1,374.48
WA,2005,2,394.48
WA,2005,3,411.84
WA,2005,4,429.19
WA,2006,1,444.36
WA,2006,2,459.89
WA,2006,3,473.35
WA,2006,4,483.40
WA,2007,1,492.23
WA,2007,2,497.53
WA,2007,3,498.84
WA,2007,4,501.63
WA,2008,1,500.22
WA,2008,2,490.46
WA,2008,3,475.68
WA,2008,4,470.61
WA,2009,1,467.07
WA,2009,2,446.97
WA,2009,3,431.88
WA,2009,4,426.28
WA,2010,1,418.68
WA,2010,2,414.07
WA,2010,3,413.93
WA,2010,4,406.64
WA,2011,1,392.93
WA,2011,2,383.12
WA,2011,3,384.37
WA,2011,4,384.60
WA,2012,1,378.57
WA,2012,2,375.71
WA,2012,3,382.62
WA,2012,4,387.20
WA,2013,1,390.11
WA,2013,2,397.55
WA,2013,3,406.22
WA,2013,4,410.41
WA,2014,1,415.02
WA,2014,2,426.36
WA,2014,3,435.22
WA,2014,4,439.66
WA,2015,1,444.62
WA,2015,2,458.57
WA,2015,3,472.22
WA,2015,4,481.12
WA,2016,1,490.30
WA,2016,2,508.05
WA,2016,3,524.29
WA,2016,4,532.15
WA,2017,1,544.51
WA,2017,2,567.29
WA,2017,3,585.25
WA,2017,4,593.84
WI,1975,1,61.98
WI,1975,2,62.80
WI,1975,3,64.22
WI,1975,4,69.01
WI,1976,1,65.57
WI,1976,2,65.50
WI,1976,3,67.53
WI,1976,4,68.59
WI,1977,1,72.81
WI,1977,2,75.86
WI,1977,3,78.09
WI,1977,4,80.69
WI,1978,1,84.39
WI,1978,2,87.78
WI,1978,3,90.73
WI,1978,4,92.40
WI,1979,1,96.44
WI,1979,2,99.76
WI,1979,3,99.24
WI,1979,4,99.41
WI,1980,1,100.00
WI,1980,2,100.82
WI,1980,3,105.08
WI,1980,4,101.42
WI,1981,1,102.71
WI,1981,2,102.71
WI,1981,3,103.05
WI,1981,4,91.64
WI,1982,1,86.89
WI,1982,2,96.34
WI,1982,3,98.78
WI,1982,4,99.84
WI,1983,1,103.70
WI,1983,2,106.16
WI,1983,3,105.80
WI,1983,4,105.85
WI,1984,1,106.06
WI,1984,2,107.91
WI,1984,3,107.90
WI,1984,4,106.33
WI,1985,1,107.91
WI,1985,2,109.68
WI,1985,3,110.64
WI,1985,4,110.78
WI,1986,1,112.30
WI,1986,2,113.56
WI,1986,3,113.94
WI,1986,4,114.36
WI,1987,1,115.27
